"buyer_gender","color","make","new_car","purchase_date","buyer_age","discount","sale_price"
"Female","Indigo","Porsche","Yes","18/05/2021",58,0,20058
"Male","Blue","Ford","No","14/11/2021",50,0.24,13328
"Female","Fuscia","Kia","No","09/07/2021",46,0.22,69798
"Male","Fuscia","GMC","Yes","21/11/2021",28,0.31,34929
"Male","Crimson","Dodge","Yes","15/08/2021",51,0.04,22149
"Agender","Khaki","Buick","No","07/09/2021",62,0.11,55078
"Male","Khaki","Isuzu","No","23/10/2021",24,0.16,66389
"Female","Orange","Chevrolet","No","20/07/2021",65,0.13,58726
"Female","Khaki","Chevrolet","No","05/10/2021",48,0.45,53550
"Male","Yellow","Ford","Yes","20/06/2021",27,0.25,10242
"Female","Aquamarine","Lincoln","No","04/10/2021",51,0.26,64140
"Male","Indigo","Honda","Yes","04/09/2021",40,0.12,70441
"Male","Aquamarine","Saab","Yes","02/11/2021",21,0.11,73967
"Female","Teal","Pontiac","Yes","14/06/2021",23,0.19,53490
"Male","Green","BMW","No","01/04/2021",29,0.07,46307
"Genderqueer","Pink","Toyota","No","13/08/2021",65,0.01,61970
"Female","Orange","Dodge","No","03/07/2021",64,0.16,27088
"Genderqueer","Pink","Pontiac","No","21/07/2021",55,0.48,22692
"Agender","Yellow","Lamborghini","Yes","03/10/2021",21,0.09,36163
"Male","Aquamarine","Volkswagen","Yes","30/03/2021",25,0.12,19988
"Female","Crimson","Chevrolet","No","23/06/2021",63,0.42,27691
"Male","Fuscia","Mazda","No","17/08/2021",20,0.43,12718
"Male","Mauv","Ford","No","28/01/2021",42,0.48,17439
"Male","Khaki","Mazda","No","01/11/2021",52,0.34,55225
"Male","Green","Ford","Yes","30/10/2021",59,0.3,20925
"Female","Turquoise","GMC","Yes","20/05/2021",59,0.02,13873
"Male","Aquamarine","Toyota","No","08/10/2021",25,0.42,33770
"Male","Yellow","Hyundai","No","24/09/2021",27,0.15,38918
"Female","Red","Audi","Yes","16/04/2021",65,0.5,70201
"Female","Crimson","Volkswagen","No","04/11/2021",38,0.15,39614
"Male","Maroon","Bentley","Yes","22/05/2021",37,0.19,74277
"Female","Yellow","Chevrolet","No","19/07/2021",47,0.48,49504
"Polygender","Khaki","Chevrolet","No","02/02/2021",44,0.23,62154
"Female","Yellow","Dodge","Yes","20/05/2021",43,0.03,74414
"Male","Maroon","Lincoln","No","29/12/2021",40,0.14,62375
"Male","Red","Land Rover","Yes","20/04/2021",32,0.18,70315
"Female","Crimson","Honda","Yes","09/10/2021",57,0.08,45910
"Male","Puce","Mercedes-Benz","No","29/08/2021",60,0.4,23841
"Male","Aquamarine","Saturn","Yes","29/11/2021",61,0.25,62934
"Female","Mauv","Dodge","Yes","01/08/2021",29,0.12,29629
"Male","Puce","Volvo","No","13/02/2021",22,0.17,12030
"Female","Mauv","Dodge","No","21/06/2021",25,0.09,58006
"Female","Puce","Lincoln","No","04/06/2021",22,0.07,32344
"Female","Maroon","Land Rover","Yes","07/07/2021",48,0.19,24703
"Male","Crimson","Lexus","No","05/05/2021",41,0.44,67209
"Female","Teal","Nissan","No","24/02/2021",20,0.35,29234
"Female","Teal","Mercedes-Benz","Yes","14/06/2021",21,0.46,63228
"Male","Orange","Volkswagen","Yes","18/04/2021",32,0.37,55380
"Male","Turquoise","Volkswagen","No","01/02/2021",38,0.25,67175
"Male","Puce","Ford","Yes","19/05/2021",47,0.41,58088
"Male","Indigo","Ford","Yes","28/04/2021",58,0.21,16755
"Male","Khaki","Buick","Yes","27/02/2021",35,0.23,33595
"Male","Mauv","Ford","Yes","18/02/2021",30,0.31,64541
"Female","Yellow","Toyota","Yes","21/06/2021",33,0.32,71740
"Male","Aquamarine","Chrysler","No","02/04/2021",63,0.39,30718
"Female","Fuscia","Volkswagen","No","06/09/2021",23,0.23,43557
"Male","Teal","Toyota","No","10/10/2021",57,0.14,68959
"Female","Red","Subaru","No","26/10/2021",41,0.39,22826
"Other","Fuscia","Chevrolet","No","03/11/2021",32,0.07,27434
"Male","Puce","Mercedes-Benz","No","12/08/2021",61,0.4,48649
"Male","Maroon","Mercedes-Benz","Yes","11/01/2021",23,0.07,57137
"Female","Fuscia","Dodge","Yes","22/08/2021",60,0.25,44999
"Female","Goldenrod","Lexus","No","21/07/2021",20,0.05,67827
"Female","Puce","Infiniti","Yes","28/04/2021",35,0.08,58072
"Female","Turquoise","Pontiac","No","04/02/2021",31,0.16,62321
"Female","Aquamarine","Cadillac","Yes","15/10/2021",50,0.06,34898
"Female","Indigo","Honda","Yes","05/05/2021",34,0.34,41923
"Polygender","Orange","Nissan","No","17/02/2021",36,0.48,38397
"Female","Goldenrod","Geo","Yes","03/12/2021",59,0.4,73878
"Male","Orange","BMW","No","22/10/2021",48,0.27,40236
"Male","Orange","Lexus","No","12/07/2021",26,0.44,40945
"Male","Indigo","BMW","No","18/05/2021",39,0.3,30517
"Female","Blue","GMC","Yes","15/03/2021",54,0.13,52999
"Female","Khaki","Mercury","Yes","18/06/2021",34,0.39,69664
"Female","Blue","Honda","No","31/08/2021",48,0.4,21892
"Male","Khaki","Toyota","No","18/04/2021",20,0.01,74595
"Male","Khaki","Toyota","Yes","09/03/2021",49,0.44,15433
"Male","Puce","Hummer","No","17/06/2021",38,0.25,14053
"Male","Pink","Geo","Yes","15/09/2021",28,0.35,16932
"Male","Red","Toyota","Yes","18/04/2021",24,0.43,20114
"Female","Teal","Dodge","No","15/03/2021",22,0.12,48702
"Agender","Teal","BMW","Yes","31/05/2021",56,0.12,49145
"Male","Khaki","Nissan","Yes","29/09/2021",29,0.48,23199
"Other","Crimson","Saab","Yes","26/07/2021",54,0.41,35312
"Male","Violet","Infiniti","No","18/08/2021",34,0.41,61434
"Female","Red","Hyundai","Yes","24/02/2021",24,0.46,74614
"Agender","Puce","Toyota","No","03/02/2021",34,0.24,14383
"Female","Blue","Jeep","No","01/08/2021",26,0.17,40411
"Male","Maroon","Ford","No","23/02/2021",39,0.39,73922
"Other","Aquamarine","Volvo","No","06/06/2021",38,0.01,42147
"Male","Goldenrod","Audi","Yes","22/06/2021",46,0.13,20946
"Female","Purple","Mazda","No","21/02/2021",64,0.44,29880
"Bigender","Indigo","GMC","Yes","07/09/2021",41,0.01,32772
"Female","Crimson","Subaru","No","03/12/2021",28,0.44,33902
"Male","Red","Nissan","No","17/05/2021",32,0.12,22650
"Female","Mauv","Toyota","Yes","18/02/2021",55,0.27,10090
"Female","Teal","Ford","Yes","12/04/2021",54,0.34,28859
"Male","Maroon","Audi","Yes","07/03/2021",52,0.12,65947
"Female","Purple","Nissan","Yes","02/03/2021",40,0.22,11733
"Female","Khaki","Ford","No","02/11/2021",29,0.11,44595
"Female","Aquamarine","Kia","No","21/07/2021",47,0.11,64512
"Male","Puce","Plymouth","Yes","02/05/2021",23,0.08,23295
"Female","Blue","Lincoln","No","22/10/2021",26,0.34,55059
"Female","Green","Toyota","Yes","27/11/2021",31,0.31,39998
"Female","Goldenrod","Audi","Yes","22/10/2021",62,0.47,19405
"Male","Violet","Mercedes-Benz","Yes","23/04/2021",51,0.07,32457
"Male","Puce","Lincoln","Yes","23/04/2021",45,0.37,35801
"Male","Puce","Nissan","Yes","26/11/2021",54,0.43,72816
"Male","Indigo","Porsche","Yes","16/11/2021",22,0.11,13779
"Female","Fuscia","Ford","Yes","07/01/2021",43,0.37,40612
"Male","Puce","Toyota","Yes","10/08/2021",31,0.15,10945
"Male","Fuscia","Chevrolet","No","09/06/2021",59,0.46,18263
"Male","Fuscia","Isuzu","No","03/11/2021",22,0.23,54521
"Female","Violet","Ford","Yes","09/09/2021",54,0.36,18748
"Female","Puce","Nissan","Yes","04/07/2021",26,0.14,35603
"Male","Red","Honda","No","02/08/2021",42,0.4,70672
"Male","Pink","Chevrolet","No","27/12/2021",53,0.43,41764
"Genderfluid","Mauv","Cadillac","No","19/06/2021",63,0.08,42060
"Male","Fuscia","Mazda","Yes","05/12/2021",62,0.15,72733
"Female","Green","Ford","No","03/05/2021",36,0.23,48182
"Male","Puce","Subaru","Yes","10/11/2021",38,0.48,70544
"Male","Fuscia","Mazda","No","24/11/2021",52,0.23,31306
"Female","Teal","Mazda","No","11/12/2021",62,0.01,28130
"Agender","Maroon","Infiniti","No","23/07/2021",45,0.05,11355
"Male","Teal","Toyota","No","06/06/2021",61,0.36,10915
"Female","Turquoise","Volkswagen","Yes","27/11/2021",50,0.17,45117
"Male","Turquoise","Oldsmobile","Yes","21/03/2021",28,0.04,72068
"Other","Purple","Volkswagen","Yes","01/10/2021",60,0.05,14321
"Female","Khaki","Dodge","Yes","08/04/2021",59,0.45,16692
"Male","Goldenrod","Aston Martin","Yes","10/12/2021",32,0.2,48273
"Male","Indigo","Dodge","Yes","13/03/2021",54,0.27,32245
"Female","Teal","Acura","Yes","30/11/2021",33,0.36,29817
"Male","Red","Lotus","No","31/08/2021",49,0.21,37629
"Male","Red","Dodge","Yes","20/10/2021",57,0.47,57356
"Male","Teal","Lotus","No","12/04/2021",31,0.37,48782
"Female","Puce","Bentley","Yes","26/12/2021",50,0.01,66919
"Female","Teal","Suzuki","No","04/11/2021",58,0.22,73370
"Male","Aquamarine","Dodge","No","21/12/2021",32,0.08,41907
"Female","Green","Ford","Yes","15/07/2021",51,0.44,58089
"Female","Purple","Dodge","No","27/12/2021",40,0.09,43463
"Genderfluid","Blue","Suzuki","No","17/09/2021",44,0.31,59955
"Female","Khaki","Chevrolet","No","10/03/2021",34,0.23,26028
"Male","Purple","Cadillac","Yes","28/04/2021",54,0.03,73992
"Genderqueer","Blue","Audi","No","05/11/2021",20,0.24,37248
"Female","Red","Lexus","Yes","23/11/2021",29,0.26,65004
"Female","Fuscia","Dodge","Yes","02/12/2021",56,0.3,53977
"Female","Red","Suzuki","No","12/12/2021",25,0.39,29787
"Female","Blue","Pontiac","Yes","28/04/2021",40,0.06,67887
"Male","Yellow","Toyota","Yes","22/06/2021",38,0.2,47899
"Female","Goldenrod","Audi","No","17/10/2021",46,0.28,13075
"Male","Aquamarine","Ford","Yes","17/09/2021",59,0.21,68320
"Male","Fuscia","Mercedes-Benz","Yes","29/01/2021",30,0.29,49499
"Female","Mauv","Plymouth","Yes","21/05/2021",43,0.11,11090
"Female","Fuscia","Mazda","Yes","04/09/2021",39,0.05,66251
"Female","Pink","Suzuki","Yes","30/01/2021",59,0.26,36441
"Bigender","Goldenrod","Chevrolet","No","27/06/2021",33,0,60358
"Male","Pink","Cadillac","No","13/06/2021",22,0.03,52870
"Male","Green","Toyota","Yes","21/12/2021",43,0.12,40259
"Male","Mauv","Volvo","Yes","10/09/2021",35,0.29,64792
"Female","Violet","Lincoln","Yes","12/09/2021",31,0.49,14399
"Male","Crimson","Mercury","No","06/03/2021",43,0.29,45353
"Male","Fuscia","Nissan","Yes","28/10/2021",61,0.34,64156
"Female","Fuscia","Dodge","Yes","02/03/2021",24,0.31,24891
"Male","Turquoise","Nissan","Yes","04/05/2021",21,0.34,17428
"Male","Violet","Dodge","Yes","19/01/2021",39,0.19,73572
"Male","Indigo","Subaru","Yes","21/07/2021",43,0.2,58780
"Female","Goldenrod","Infiniti","Yes","30/06/2021",41,0.39,51589
"Female","Orange","Chevrolet","No","25/11/2021",60,0.43,30388
"Male","Khaki","Aston Martin","No","10/09/2021",54,0.16,19653
"Female","Violet","Ford","No","01/11/2021",59,0.43,29407
"Female","Green","Chevrolet","Yes","22/03/2021",28,0.33,30771
"Male","Blue","Subaru","No","08/06/2021",44,0.5,30396
"Female","Blue","Cadillac","No","18/12/2021",63,0.13,41010
"Male","Khaki","GMC","Yes","02/12/2021",59,0.4,68577
"Male","Teal","BMW","No","16/01/2021",57,0,25493
"Female","Blue","Ford","No","26/09/2021",31,0.28,44607
"Male","Teal","Chevrolet","No","09/01/2021",46,0.12,10950
"Agender","Crimson","Toyota","No","24/11/2021",21,0.01,21689
"Male","Fuscia","Ford","No","31/07/2021",39,0.4,25844
"Male","Aquamarine","Buick","No","29/12/2021",51,0.18,68124
"Female","Turquoise","Dodge","No","25/11/2021",37,0.3,59598
"Male","Red","Chevrolet","No","29/11/2021",39,0.08,43125
"Male","Purple","BMW","Yes","06/01/2021",49,0.4,41738
"Female","Pink","Suzuki","No","01/05/2021",65,0.11,40354
"Female","Maroon","Hyundai","Yes","11/08/2021",42,0.1,28794
"Male","Aquamarine","Dodge","No","18/02/2021",22,0.19,53765
"Female","Aquamarine","Mitsubishi","No","31/03/2021",39,0.42,74125
"Male","Aquamarine","Mitsubishi","Yes","24/09/2021",49,0.15,31496
"Male","Orange","Audi","Yes","01/12/2021",22,0.2,28335
"Female","Maroon","Pontiac","Yes","04/05/2021",27,0.37,18591
"Male","Blue","Acura","No","27/03/2021",27,0.49,38995
"Female","Puce","Subaru","Yes","13/01/2021",45,0.42,30735
"Female","Orange","Scion","Yes","13/03/2021",40,0.09,10630
"Bigender","Red","Mercury","Yes","05/08/2021",56,0.08,14376
"Female","Crimson","Lexus","Yes","10/07/2021",60,0.46,35162
"Male","Orange","Ferrari","No","20/07/2021",33,0.4,47325
"Male","Crimson","Buick","Yes","23/01/2021",48,0.35,11386
"Female","Purple","Jeep","Yes","20/12/2021",28,0.48,60502
"Male","Khaki","BMW","Yes","13/09/2021",44,0.23,65551
"Male","Maroon","Cadillac","Yes","07/11/2021",45,0.13,51039
"Male","Fuscia","Chevrolet","Yes","23/01/2021",38,0.48,26082
"Male","Green","Kia","Yes","06/02/2021",65,0.34,16630
"Female","Yellow","Ford","Yes","29/06/2021",20,0.29,49435
"Female","Orange","Chevrolet","No","01/11/2021",46,0.22,43216
"Female","Maroon","Kia","No","12/04/2021",56,0.5,74204
"Male","Crimson","Chevrolet","Yes","16/01/2021",30,0.46,21369
"Female","Aquamarine","Bentley","No","20/07/2021",26,0.26,34782
"Female","Violet","Aston Martin","No","26/10/2021",62,0.44,30280
"Female","Violet","Volkswagen","Yes","01/12/2021",42,0.5,66483
"Female","Blue","Mazda","Yes","21/01/2021",37,0.07,53749
"Male","Indigo","Hyundai","No","31/08/2021",32,0.34,65171
"Female","Purple","Mazda","No","28/11/2021",31,0.13,68775
"Female","Turquoise","Toyota","No","24/08/2021",51,0.08,51590
"Female","Yellow","Dodge","Yes","21/02/2021",57,0.31,10464
"Female","Green","Mazda","No","29/08/2021",30,0,43515
"Female","Orange","Mitsubishi","No","31/03/2021",30,0.44,47076
"Female","Khaki","Cadillac","No","15/07/2021",47,0.07,26648
"Female","Turquoise","Cadillac","Yes","10/10/2021",38,0.43,39104
"Male","Violet","Hyundai","Yes","13/07/2021",32,0.15,41411
"Female","Pink","Land Rover","Yes","14/12/2021",44,0.39,28457
"Genderfluid","Purple","Honda","No","25/04/2021",28,0.36,40450
"Male","Yellow","Chrysler","Yes","01/01/2021",59,0.46,22960
"Female","Orange","BMW","No","17/03/2021",40,0.47,49226
"Female","Green","Isuzu","Yes","13/07/2021",60,0.41,70518
"Male","Blue","Infiniti","No","20/07/2021",44,0.11,55195
"Female","Violet","Audi","Yes","03/08/2021",42,0.04,45568
"Female","Maroon","Mercedes-Benz","No","31/01/2021",27,0.08,20073
"Male","Mauv","Mitsubishi","No","27/05/2021",29,0.2,52350
"Male","Maroon","GMC","Yes","15/01/2021",45,0.4,31224
"Genderqueer","Mauv","Nissan","No","03/10/2021",43,0.05,25645
"Male","Crimson","Buick","No","03/02/2021",42,0.25,66161
"Female","Puce","Ford","No","28/09/2021",21,0.41,18990
"Female","Purple","Ford","Yes","09/11/2021",50,0.08,59840
"Female","Orange","Ford","Yes","11/11/2021",65,0.18,48475
"Male","Khaki","Chevrolet","Yes","17/02/2021",62,0.36,43406
"Male","Orange","Chevrolet","No","07/01/2021",44,0.44,56595
"Bigender","Orange","Mercedes-Benz","Yes","28/05/2021",57,0.36,50770
"Female","Yellow","Chevrolet","Yes","02/12/2021",23,0.12,67946
"Female","Turquoise","Ford","No","27/01/2021",55,0.28,44180
"Female","Aquamarine","Toyota","No","07/04/2021",58,0.41,70356
"Female","Pink","Chevrolet","Yes","25/04/2021",52,0.39,10017
"Female","Orange","Dodge","No","27/05/2021",42,0.4,47514
"Female","Aquamarine","Scion","Yes","28/10/2021",37,0.41,71578
"Other","Green","Mercedes-Benz","Yes","08/06/2021",31,0.49,20414
"Female","Green","Mazda","No","30/01/2021",55,0.24,57102
"Female","Blue","Mitsubishi","Yes","14/02/2021",24,0.19,64627
"Male","Indigo","Subaru","Yes","15/09/2021",28,0.39,11401
"Agender","Green","Pontiac","No","20/02/2021",51,0.11,18984
"Agender","Pink","Mazda","Yes","06/08/2021",21,0.13,67496
"Female","Fuscia","Toyota","No","24/12/2021",33,0.39,74906
"Male","Puce","Toyota","No","25/12/2021",36,0.42,67674
"Male","Yellow","BMW","Yes","22/05/2021",65,0.24,52327
"Male","Pink","Porsche","No","28/01/2021",48,0.26,61847
"Female","Mauv","Ford","Yes","10/07/2021",33,0.32,30113
"Female","Crimson","GMC","Yes","11/10/2021",50,0.03,68968
"Female","Maroon","Dodge","No","21/11/2021",39,0.09,59219
"Female","Green","GMC","No","14/11/2021",47,0.39,52968
"Female","Khaki","Land Rover","Yes","01/01/2021",26,0.42,22915
"Male","Red","Spyker","Yes","13/04/2021",45,0.07,17638
"Male","Mauv","Kia","No","24/05/2021",20,0.35,34037
"Male","Khaki","Pontiac","Yes","03/05/2021",52,0.42,20596
"Female","Blue","Acura","Yes","06/08/2021",44,0.04,58942
"Female","Blue","Hyundai","No","09/01/2021",60,0.08,26072
"Female","Teal","Oldsmobile","Yes","14/03/2021",60,0.26,62934
"Female","Orange","Mazda","Yes","12/01/2021",45,0.31,19505
"Male","Blue","Chevrolet","Yes","18/12/2021",58,0.48,51870
"Female","Maroon","Toyota","No","16/11/2021",45,0.11,59924
"Genderqueer","Red","Lamborghini","No","15/02/2021",29,0.18,22953
"Male","Orange","Mercedes-Benz","No","05/10/2021",22,0.18,24526
"Female","Pink","Mazda","Yes","07/05/2021",62,0.04,12290
"Male","Pink","Isuzu","Yes","25/05/2021",40,0.49,26043
"Female","Orange","Chevrolet","Yes","24/08/2021",31,0.36,38133
"Genderfluid","Orange","Nissan","No","27/11/2021",43,0.31,52181
"Female","Goldenrod","Bentley","No","24/05/2021",30,0.42,38979
"Female","Red","Isuzu","No","06/08/2021",45,0.2,19313
"Genderqueer","Goldenrod","Toyota","No","15/02/2021",34,0.01,62372
"Male","Maroon","Volvo","Yes","10/06/2021",26,0.01,36063
"Female","Maroon","Dodge","Yes","28/03/2021",23,0.18,49207
"Female","Teal","Mercury","No","26/04/2021",60,0,60843
"Male","Maroon","Dodge","Yes","28/03/2021",23,0.48,32883
"Male","Yellow","Audi","Yes","07/03/2021",58,0.23,53759
"Agender","Purple","Ford","No","05/01/2021",34,0.05,46195
"Polygender","Blue","Ferrari","No","05/11/2021",29,0.41,24190
"Female","Turquoise","Volkswagen","No","28/02/2021",51,0.32,32626
"Other","Khaki","Land Rover","No","10/03/2021",31,0.2,28390
"Male","Turquoise","GMC","No","21/12/2021",50,0.13,74231
"Female","Crimson","Isuzu","Yes","22/09/2021",38,0.13,12908
"Male","Aquamarine","Geo","No","15/03/2021",50,0.03,54687
"Female","Red","Mazda","No","30/05/2021",22,0.23,11629
"Female","Fuscia","GMC","No","18/12/2021",52,0.38,32615
"Female","Puce","Subaru","No","29/05/2021",56,0.36,21855
"Male","Blue","Chevrolet","Yes","20/05/2021",42,0.08,18247
"Female","Purple","Volkswagen","Yes","20/11/2021",49,0.23,54444
"Female","Orange","Acura","No","27/07/2021",45,0.14,12872
"Female","Maroon","Kia","Yes","16/10/2021",25,0.42,22991
"Female","Green","Dodge","Yes","28/07/2021",59,0.45,37230
"Female","Turquoise","Chevrolet","Yes","19/12/2021",32,0.09,15245
"Polygender","Purple","Ford","Yes","06/10/2021",25,0.41,69879
"Female","Crimson","Chevrolet","No","28/02/2021",50,0.42,58073
"Other","Green","Nissan","No","18/12/2021",52,0.06,10845
"Male","Pink","Cadillac","No","20/09/2021",30,0.28,61927
"Male","Maroon","GMC","Yes","19/09/2021",48,0.2,38464
"Female","Puce","Chevrolet","Yes","27/03/2021",54,0.04,62432
"Male","Aquamarine","Maybach","No","05/12/2021",26,0.36,18497
"Female","Blue","Ford","Yes","11/07/2021",27,0.34,43264
"Male","Yellow","Bentley","Yes","29/01/2021",41,0.43,48466
"Female","Blue","Bentley","No","29/05/2021",51,0.48,66952
"Female","Indigo","Corbin","Yes","10/05/2021",64,0.46,52384
"Female","Blue","Volkswagen","No","27/10/2021",21,0.44,47008
"Female","Purple","Mercury","No","21/10/2021",44,0.24,17727
"Female","Red","Nissan","No","26/10/2021",30,0.01,49896
"Male","Mauv","Kia","Yes","30/12/2021",56,0.07,41171
"Female","Crimson","Toyota","Yes","27/10/2021",65,0.41,28927
"Polygender","Pink","Ford","Yes","15/11/2021",59,0.47,36589
"Female","Fuscia","Buick","No","28/09/2021",48,0.47,53217
"Male","Fuscia","Dodge","Yes","15/08/2021",30,0.29,68046
"Male","Yellow","Lotus","Yes","16/03/2021",45,0.28,53921
"Bigender","Pink","Mazda","Yes","30/05/2021",36,0.01,67394
"Male","Purple","Mercedes-Benz","Yes","13/12/2021",60,0.04,47454
"Male","Pink","Toyota","Yes","14/09/2021",45,0.17,36063
"Female","Blue","Buick","Yes","27/09/2021",50,0.5,21364
"Polygender","Violet","Infiniti","No","23/07/2021",40,0.24,52211
"Male","Orange","Ford","No","08/12/2021",27,0.26,69686
"Male","Teal","Honda","Yes","10/12/2021",28,0.05,39023
"Female","Purple","Jeep","No","03/07/2021",27,0.5,40178
"Male","Puce","Volkswagen","Yes","29/04/2021",52,0.36,51519
"Female","Green","Chevrolet","Yes","08/03/2021",65,0.38,24689
"Female","Indigo","Pontiac","No","22/08/2021",33,0.03,11046
"Female","Orange","Ford","Yes","24/05/2021",23,0.25,36871
"Male","Yellow","MINI","Yes","10/05/2021",48,0.2,32353
"Genderqueer","Aquamarine","Saturn","No","14/06/2021",24,0.44,51561
"Genderqueer","Aquamarine","Oldsmobile","No","05/12/2021",59,0.19,68979
"Male","Puce","Chevrolet","No","22/06/2021",62,0.19,54029
"Female","Aquamarine","BMW","Yes","26/11/2021",21,0.09,29614
